,2023年上海国际电影节排片表,,,,,,,,,,
ID,中文片名,英文片名,导演,制片国/地区,时长,日期,放映时间,影院,影厅,影院地址,余票
843,达尔瓦,LOVE ACCORDING TO DALVA,艾曼纽·妮可,"比利时,法国",88,6月11日,10:30,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,50
844,达尔瓦,LOVE ACCORDING TO DALVA,艾曼纽·妮可,"比利时,法国",88,6月12日,18:30,上海和平影都,杜比全景声厅,黄浦区西藏中路290号,50
845,达尔瓦,LOVE ACCORDING TO DALVA,艾曼纽·妮可,"比利时,法国",88,6月13日,18:30,博纳UA梅龙镇广场电影城,2号全景声厅,静安区南京西路1038号梅龙镇广场10楼,50
846,达尔瓦,LOVE ACCORDING TO DALVA,艾曼纽·妮可,"比利时,法国",88,6月16日,18:30,FANCL艺术中心（艺海剧院）,大剧场,静安区江宁路466号,50
847,达尔瓦,LOVE ACCORDING TO DALVA,艾曼纽·妮可,"比利时,法国",88,6月18日,18:30,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,50
848,巴黎一妇人 (4K),A WOMAN OF PARIS (4K),查理·卓别林,美国,90,6月9日,13:00,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,50
849,巴黎一妇人 (4K),A WOMAN OF PARIS (4K),查理·卓别林,美国,90,6月13日,18:30,上海和平影都,杜比全景声厅,黄浦区西藏中路290号,50
850,巴黎一妇人 (4K),A WOMAN OF PARIS (4K),查理·卓别林,美国,90,6月15日,18:30,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,50
851,巴黎一妇人 (4K),A WOMAN OF PARIS (4K),查理·卓别林,美国,90,6月16日,18:30,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,50
852,罗马假日 (4K),ROMAN HOLIDAY (4K),威廉·惠勒,美国,119,6月11日,10:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,50
853,罗马假日 (4K),ROMAN HOLIDAY (4K),威廉·惠勒,美国,119,6月13日,15:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,50
854,罗马假日 (4K),ROMAN HOLIDAY (4K),威廉·惠勒,美国,119,6月14日,13:00,SFC上海影城,1号厅杜比剧场,长宁区新华路160号,50
855,罗马假日 (4K),ROMAN HOLIDAY (4K),威廉·惠勒,美国,119,6月15日,10:30,FANCL艺术中心（艺海剧院）,大剧场,静安区江宁路466号,50
856,罗马假日 (4K),ROMAN HOLIDAY (4K),威廉·惠勒,美国,119,6月18日,13:00,上海大光明电影院,1号厅,黄浦区南京西路216号,50
857,雪与熊,SNOW AND THE BEAR,塞尔琴·埃尔贡,"土耳其,德国,塞尔维亚",94,6月12日,18:30,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,50
858,雪与熊,SNOW AND THE BEAR,塞尔琴·埃尔贡,"土耳其,德国,塞尔维亚",94,6月13日,15:30,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,50
859,雪与熊,SNOW AND THE BEAR,塞尔琴·埃尔贡,"土耳其,德国,塞尔维亚",94,6月18日,18:30,上海市沪北电影院,1号厅,静安区洛川东路500号3楼,50
860,昨晚你说了什么,SOMETHING YOU SAID LAST NIGHT,路易斯·德·菲利皮斯,"加拿大,瑞士",96,6月10日,20:40,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,50
861,昨晚你说了什么,SOMETHING YOU SAID LAST NIGHT,路易斯·德·菲利皮斯,"加拿大,瑞士",96,6月16日,20:40,上海百丽宫影城（LUXE协信店）,LUXE激光厅,静安区江场路1228弄21号协信星光广场3楼NL303,50
862,昨晚你说了什么,SOMETHING YOU SAID LAST NIGHT,路易斯·德·菲利皮斯,"加拿大,瑞士",96,6月18日,20:40,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,50
863,漂流人生,DRIFT,陈哲艺,"法国,英国,希腊",93,6月11日,20:40,黄浦剧场,中剧场,黄浦区北京东路780号,50
864,漂流人生,DRIFT,陈哲艺,"法国,英国,希腊",93,6月12日,20:40,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,50
865,漂流人生,DRIFT,陈哲艺,"法国,英国,希腊",93,6月18日,20:40,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,50
866,伊人自强,1.5 HORSEPOWER,拉苏尔·卡哈尼,伊朗,82,6月14日,18:30,SFC上海影城,3号厅杜比全景声,长宁区新华路160号,50
867,伊人自强,1.5 HORSEPOWER,拉苏尔·卡哈尼,伊朗,82,6月15日,18:30,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,50
868,伊人自强,1.5 HORSEPOWER,拉苏尔·卡哈尼,伊朗,82,6月18日,18:30,上海科技影城,3号厅,黄浦区南昌路59号3楼,50
869,黑色石头,ΒLACK STONE,斯皮罗斯·雅科维德斯,希腊,87,6月11日,18:30,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,50
870,黑色石头,ΒLACK STONE,斯皮罗斯·雅科维德斯,希腊,87,6月13日,18:30,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,50
871,黑色石头,ΒLACK STONE,斯皮罗斯·雅科维德斯,希腊,87,6月17日,13:00,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
872,琴声诉忆,THE CHAPEL,杜明历·狄鲁第,比利时,97,6月12日,13:00,SFC上海影城,2号厅Onyx,长宁区新华路160号,50
873,琴声诉忆,THE CHAPEL,杜明历·狄鲁第,比利时,97,6月13日,13:00,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
874,琴声诉忆,THE CHAPEL,杜明历·狄鲁第,比利时,97,6月14日,18:30,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,50
875,琴声诉忆,THE CHAPEL,杜明历·狄鲁第,比利时,97,6月16日,15:30,上海百丽宫影城（LUXE长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,50
876,擦鞋童 (4K),SHOESHINE (4K),维托里奥·德西卡,意大利,92,6月9日,13:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,50
877,擦鞋童 (4K),SHOESHINE (4K),维托里奥·德西卡,意大利,92,6月13日,18:30,上海美琪大戏院,观众厅,静安区江宁路66号,50
878,擦鞋童 (4K),SHOESHINE (4K),维托里奥·德西卡,意大利,92,6月14日,18:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,50
879,擦鞋童 (4K),SHOESHINE (4K),维托里奥·德西卡,意大利,92,6月15日,18:30,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,50
880,擦鞋童 (4K),SHOESHINE (4K),维托里奥·德西卡,意大利,92,6月18日,10:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
881,末代皇帝（4K）,THE LAST EMPEROR (4K),贝尔纳多·贝托鲁奇,"英国,意大利,中国",163,6月9日,18:30,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,50
882,末代皇帝（4K）,THE LAST EMPEROR (4K),贝尔纳多·贝托鲁奇,"英国,意大利,中国",163,6月13日,8:30,上海大光明电影院,1号厅,黄浦区南京西路216号,50
883,末代皇帝（4K）,THE LAST EMPEROR (4K),贝尔纳多·贝托鲁奇,"英国,意大利,中国",163,6月14日,13:00,上海美琪大戏院,观众厅,静安区江宁路66号,50
884,末代皇帝（4K）,THE LAST EMPEROR (4K),贝尔纳多·贝托鲁奇,"英国,意大利,中国",163,6月15日,18:30,SFC上海影城,1号厅杜比剧场,长宁区新华路160号,50
885,末代皇帝（4K）,THE LAST EMPEROR (4K),贝尔纳多·贝托鲁奇,"英国,意大利,中国",163,6月15日,18:30,上海大光明电影院,1号厅,黄浦区南京西路216号,50
886,末代皇帝（4K）,THE LAST EMPEROR (4K),贝尔纳多·贝托鲁奇,"英国,意大利,中国",163,6月17日,18:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,50
887,流水落花,LOST LOVE,贾胜枫,中国香港,93,6月10日,18:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,50
888,流水落花,LOST LOVE,贾胜枫,中国香港,93,6月15日,20:40,橙天嘉禾影城（上海世纪汇CINITY店）,2号CINITY厅,浦东新区世纪大道1192号5楼022商铺,50
889,珍,JANE,布莱特·摩根,美国,93,6月9日,18:30,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,50
890,珍,JANE,布莱特·摩根,美国,93,6月10日,18:30,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,50
891,珍,JANE,布莱特·摩根,美国,93,6月16日,18:30,上海科技影城,3号厅,黄浦区南昌路59号3楼,50
892,珍,JANE,布莱特·摩根,美国,93,6月17日,13:00,CMG融媒影城,4号厅,徐汇区龙文路19号1-4层,50
893,珍,JANE,布莱特·摩根,美国,93,6月18日,15:30,华谊兄弟上海长风店,2号厅（4K SUPER CINEMA）,普陀区大渡河路196号长风大悦城5楼华谊兄弟上海影院,50
894,走进奥卡万戈,INTO THE OKAVANGO,尼奥·杰里纳斯,"美国,安哥拉,博茨瓦纳,纳米比亚,南非",94,6月9日,10:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
895,走进奥卡万戈,INTO THE OKAVANGO,尼奥·杰里纳斯,"美国,安哥拉,博茨瓦纳,纳米比亚,南非",94,6月11日,18:30,上海和平影都,杜比全景声厅,黄浦区西藏中路290号,50
896,走进奥卡万戈,INTO THE OKAVANGO,尼奥·杰里纳斯,"美国,安哥拉,博茨瓦纳,纳米比亚,南非",94,6月12日,15:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,50
897,走进奥卡万戈,INTO THE OKAVANGO,尼奥·杰里纳斯,"美国,安哥拉,博茨瓦纳,纳米比亚,南非",94,6月15日,10:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,50
898,走进奥卡万戈,INTO THE OKAVANGO,尼奥·杰里纳斯,"美国,安哥拉,博茨瓦纳,纳米比亚,南非",94,6月17日,18:30,上海科技影城,3号厅,黄浦区南昌路59号3楼,50
899,雪崩余生,TORN,麦克斯·洛,美国,92,6月11日,13:00,上海大光明电影院,3号厅,黄浦区南京西路216号,50
900,雪崩余生,TORN,麦克斯·洛,美国,92,6月12日,18:30,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,50
901,雪崩余生,TORN,麦克斯·洛,美国,92,6月13日,18:30,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,50
902,雪崩余生,TORN,麦克斯·洛,美国,92,6月15日,18:30,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,50
903,雪崩余生,TORN,麦克斯·洛,美国,92,6月16日,18:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,50
904,火山挚恋,FIRE OF LOVE,萨拉·多萨,"美国,加拿大",94,6月9日,10:30,FANCL艺术中心（艺海剧院）,大剧场,静安区江宁路466号,50
905,火山挚恋,FIRE OF LOVE,萨拉·多萨,"美国,加拿大",94,6月10日,18:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,50
906,火山挚恋,FIRE OF LOVE,萨拉·多萨,"美国,加拿大",94,6月12日,18:30,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,50
907,火山挚恋,FIRE OF LOVE,萨拉·多萨,"美国,加拿大",94,6月14日,13:00,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,50
908,火山挚恋,FIRE OF LOVE,萨拉·多萨,"美国,加拿大",94,6月18日,18:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,50
909,金币灰黄 (4K),LEILA'S BROTHERS (4K),赛义德·鲁斯塔伊,伊朗,160,6月9日,20:40,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,50
910,金币灰黄 (4K),LEILA'S BROTHERS (4K),赛义德·鲁斯塔伊,伊朗,160,6月14日,15:30,上海市沪北电影院,1号厅,静安区洛川东路500号3楼,50
911,金币灰黄 (4K),LEILA'S BROTHERS (4K),赛义德·鲁斯塔伊,伊朗,160,6月15日,15:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,50
912,金币灰黄 (4K),LEILA'S BROTHERS (4K),赛义德·鲁斯塔伊,伊朗,160,6月17日,15:30,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,50
913,夏日细语 (4K),THE QUIET GIRL (4K),科尔姆·拜瑞德,爱尔兰,96,6月10日,18:30,上海市沪北电影院,1号厅,静安区洛川东路500号3楼,50
914,夏日细语 (4K),THE QUIET GIRL (4K),科尔姆·拜瑞德,爱尔兰,96,6月11日,13:00,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,50
915,夏日细语 (4K),THE QUIET GIRL (4K),科尔姆·拜瑞德,爱尔兰,96,6月12日,18:30,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,50
916,夏日细语 (4K),THE QUIET GIRL (4K),科尔姆·拜瑞德,爱尔兰,96,6月13日,10:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,50
917,萨娜,SANAA,苏德翰舒·萨利亚,印度,119,6月11日,13:00,红星电影世界上海松江开元地中海,1号厅,松江区新松江路927号4F,50
918,萨娜,SANAA,苏德翰舒·萨利亚,印度,119,6月17日,15:30,上海科技影城,3号厅,黄浦区南昌路59号3楼,50
919,萨娜,SANAA,苏德翰舒·萨利亚,印度,119,6月18日,15:30,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,50
920,通告,DECLARATION,马赫什·纳拉扬,印度,107,6月10日,13:00,黄浦剧场,中剧场,黄浦区北京东路780号,50
921,通告,DECLARATION,马赫什·纳拉扬,印度,107,6月12日,18:30,红星电影世界上海吴中路旗舰店,10号厅LUXE巨幕厅,闵行区吴中路1588号爱琴海购物公园7楼,50
922,通告,DECLARATION,马赫什·纳拉扬,印度,107,6月16日,20:40,上海大光明电影院,2号厅,黄浦区南京西路216号,50
923,异国原乡,MOTHER AND SON,蕾欧诺·瑟哈伊,法国,118,6月13日,20:40,上海和平影都,杜比全景声厅,黄浦区西藏中路290号,50
924,异国原乡,MOTHER AND SON,蕾欧诺·瑟哈伊,法国,118,6月14日,20:40,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,50
925,异国原乡,MOTHER AND SON,蕾欧诺·瑟哈伊,法国,118,6月15日,20:40,红星电影世界上海吴中路旗舰店,10号厅LUXE巨幕厅,闵行区吴中路1588号爱琴海购物公园7楼,50
926,异国原乡,MOTHER AND SON,蕾欧诺·瑟哈伊,法国,118,6月17日,20:40,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,50
927,托里和洛奇塔,TORI AND LOKITA,让-皮埃尔·达内 / 吕克·达内,"比利时,法国",90,6月9日,18:30,上海美琪大戏院,观众厅,静安区江宁路66号,50
928,托里和洛奇塔,TORI AND LOKITA,让-皮埃尔·达内 / 吕克·达内,"比利时,法国",90,6月12日,10:30,SFC上海影城,2号厅Onyx,长宁区新华路160号,50
929,托里和洛奇塔,TORI AND LOKITA,让-皮埃尔·达内 / 吕克·达内,"比利时,法国",90,6月13日,18:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,50
930,托里和洛奇塔,TORI AND LOKITA,让-皮埃尔·达内 / 吕克·达内,"比利时,法国",90,6月16日,18:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,50
931,托里和洛奇塔,TORI AND LOKITA,让-皮埃尔·达内 / 吕克·达内,"比利时,法国",90,6月18日,18:30,上海和平影都,杜比全景声厅,黄浦区西藏中路290号,50
932,莫德罗监狱1977 (4K),PRISON 77 (4K),阿尔韦托·罗德里格斯,西班牙,126,6月10日,13:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,50
933,莫德罗监狱1977 (4K),PRISON 77 (4K),阿尔韦托·罗德里格斯,西班牙,126,6月11日,13:00,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,50
934,莫德罗监狱1977 (4K),PRISON 77 (4K),阿尔韦托·罗德里格斯,西班牙,126,6月12日,15:30,上海和平影都,杜比全景声厅,黄浦区西藏中路290号,50
935,莫德罗监狱1977 (4K),PRISON 77 (4K),阿尔韦托·罗德里格斯,西班牙,126,6月18日,10:30,上海市沪北电影院,1号厅,静安区洛川东路500号3楼,50
936,蝎尾狮,MANTICORE,卡洛斯·贝尔穆德,西班牙,116,6月11日,20:40,华谊兄弟上海长风店,2号厅（4K SUPER CINEMA）,普陀区大渡河路196号长风大悦城5楼华谊兄弟上海影院,50
937,蝎尾狮,MANTICORE,卡洛斯·贝尔穆德,西班牙,116,6月13日,20:40,黄浦剧场,中剧场,黄浦区北京东路780号,50
938,蝎尾狮,MANTICORE,卡洛斯·贝尔穆德,西班牙,116,6月16日,20:40,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,50
939,野生向日葵,GIRASOLES SILVESTRES,海梅·罗萨莱斯,西班牙,107,6月10日,20:40,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,50
940,野生向日葵,GIRASOLES SILVESTRES,海梅·罗萨莱斯,西班牙,107,6月11日,18:30,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,50
941,野生向日葵,GIRASOLES SILVESTRES,海梅·罗萨莱斯,西班牙,107,6月12日,15:30,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,50
942,与母同行,DRIVING MUM,西尔马·奥德松,冰岛,113,6月10日,20:40,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,50
943,与母同行,DRIVING MUM,西尔马·奥德松,冰岛,113,6月13日,18:30,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,50
944,与母同行,DRIVING MUM,西尔马·奥德松,冰岛,113,6月18日,13:00,上海百丽宫影城（LUXE长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,50
945,吃苦,EAT BITTER,"孙宁忆, 帕斯卡尔","中非,中国",98,6月12日,20:40,上海大光明电影院,2号厅,黄浦区南京西路216号,50
946,吃苦,EAT BITTER,"孙宁忆, 帕斯卡尔","中非,中国",98,6月17日,10:30,SFC上影影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,50
947,八角笼中,NEVER SAY NEVER,王宝强,中国,117,6月16日,10:30,SFC上海影城,3号厅杜比全景声,长宁区新华路160号,50
948,加尔吉,GARGI,高特姆·拉玛钱丹,印度,138,6月11日,15:30,上海百丽宫影城（LUXE协信店）,LUXE激光厅,静安区江场路1228弄21号协信星光广场3楼NL303,50
